#,Name,Comments 1,Quarter,Down,Distance,Field Position,P/10,SY/GL,Red Area,Drive #,Drive Play #,Gain,R/P,Hash,Personnel,Formation,Form Var,Motion,Starting Form,FIB,Endover,Form Adj Reduce,Y Location,Pass Concept,Pass Result,Backfield,Run Concept,Run Strength,Play Type,Proctection,Front,Front Type,Stunt,Pressure Type,Coverage,2M/4M,BC/REC,QB,RB,TE,WR,Tempo,pff_OFFPERSONNELBASIC,pff_RUNPASS,pff_DRIVEPLAY,pff_HASHDEF,pff_PREVIOUSGAINLOSS,pff_GAINLOSS,pff_SCREEN,pff_QUICKGAME,pff_RUNCONCEPT3,pff_RUNCONCEPTPRIMARY,pff_PENALTY,pff_TOUCHDOWN,pff_TRICKLOOK,pff_TRICKPLAY,pff_TEMPO,pff_2MINUTE,pff_GARBAGETIME,pff_BALLCARRIER,pff_QB,pff_RBS,pff_WRS,pff_TES,pff_FRONTTYPE,pff_OFFFORMATIONGROUP,pff_RUNPASSOPTION,pff_PREVIOUSRUNPASS,pff_PASSRECEIVERTARGET,pff_BLITZDOG,pff_PASSCOVERAGEBASIC
645,"2025 UAB O vs North Texas, PFF Play 043",43,1,2,15,'-28,2,,,3,5,6.0,P,R,11,TREY Y OFF,SNUG,,,X,X,X,OFF,,COMPLETE,GN,CTR OY,STR,PA,,ODD,4 DOWN,,BLITZ,COVER 4,,ALBI 00,ALBI 07,03,85,00; 06; 18,0,11,P,5,R,,6.0,0,0.0,,COUNTER,,,0,0,0,0,0,ALBI 00,ALBI 07,03,00; 06; 18,85,ODD,3x1,1,P,ALBI 00,1,COVER 4
646,"2025 UAB O vs North Texas, PFF Play 044",44,1,3,9,'-34,3,,,3,6,7.0,P,R,11,TREY Y OFF,SNUG,H IN,,X,X,X,OFF,,COMPLETE,GF,JET SWEEP,STR,DB,,OKIE,4 DOWN,,,COVER 2 MAN,2.0,ALBI 18,ALBI 07,03,85,00; 06; 18,0,11,P,6,R,6.0,7.0,0,0.0,,,,,0,0,0,0,0,ALBI 18,ALBI 07,03,00; 06; 18,85,ODD,1x3,0,P,ALBI 18,0,COVER 2 MAN
647,"2025 UAB O vs North Texas, PFF Play 045",45,1,4,2,'-41,4,SY,,3,7,13.0,R,R,12,TREY Y OFF,SNUG,,,X,X,X,OFF,CURLS,,,Y INSERT,STR,ZN,GAP,UNDER,4 DOWN,,BLITZ,COVER 3,,ALBI 04,ALBI 07,04,17; 85,06; 18,0,12,R,7,R,7.0,13.0,0,,,MAN,,,0,0,0,0,0,ALBI 04,ALBI 07,04,06; 18,17; 85,UNDER,1x3,0,P,,1,COVER 3
648,"2025 UAB O vs North Texas, PFF Play 046",46,2,1,10,'+46,P,,,3,8,1.0,R,M,12,SLOT - WING,,,,,,,SLOT,CURLS,,PSTL,OUTSIDE ZN LD,STR,ZN,GAP,BENCH,4 DOWN,,BLITZ,COVER 1,,ALBI 07,ALBI 07,04,17; 85,08; 18,0,12,R,8,C,13.0,1.0,0,,,OUTSIDE ZONE,,,0,0,0,0,0,ALBI 07,ALBI 07,04,08; 18,17; 85,WIDE UNDER,2x2,0,R,,1,COVER 1
649,"2025 UAB O vs North Texas, PFF Play 047",47,2,2,9,'+45,2,,,3,9,0.0,P,R,11,TREY Y OFF,SNUG,,,X,X,X,OFF,,INCOMPLETE,GN,JET SWEEP,STR,DB,,WIDE OVER,4 DOWN,,,COVER 4,,ALBI 00,ALBI 07,04,17,00; 06; 08,0,11,P,9,R,1.0,,0,0.0,,,,,0,0,0,0,0,,ALBI 07,04,00; 06; 08,17,WIDE OVER,3x1,0,R,ALBI 00,0,COVER 4
650,"2025 UAB O vs North Texas, PFF Play 048",48,2,3,9,'+45,3,,,3,10,10.0,P,R,11,TREY Y OFF,SNUG,T MTR,,X,,X,OFF,,COMPLETE,GF,JET SWEEP,STR,DB,,WIDE OVER,4 DOWN,,,COVER 4,,ALBI 00,ALBI 07,04,17,00; 06; 12,0,11,P,10,R,,10.0,0,0.0,,,,,0,0,0,0,0,ALBI 00,ALBI 07,04,00; 06; 12,17,WIDE OVER,1x3,0,P,ALBI 00,0,COVER 4
651,"2025 UAB O vs North Texas, PFF Play 049",49,2,1,10,'+35,P,,,3,11,7.0,P,L,21,PRO - OPEN,SNUG,,,,,X,OFF,,COMPLETE,GS,Y INSERT,STR,PA,,OVER,4 DOWN,,BLITZ,COVER 2,,ALBI 11,ALBI 15,03; 11,17,06; 18,0,21,P,11,L,10.0,7.0,0,0.0,,INSIDE ZONE,,,0,0,0,0,0,ALBI 11,ALBI 15,03; 11,06; 18,17,OVER,1x2,1,P,ALBI 11,1,COVER 2
652,"2025 UAB O vs North Texas, PFF Play 050",50,2,2,3,'+28,2,SY,,3,12,-5.0,X,L,11,TREY Y OFF,SNUG,,,X,X,X,OFF,CURLS,,GN,JET SWEEP,STR,,GAP,BENCH,4 DOWN,,,,,,ALBI 07,03,17,00; 06; 18,0,11,X,12,L,7.0,,0,,,,ALBI 77 FST,,0,0,0,0,0,,ALBI 07,03,00; 06; 18,17,WIDE UNDER,3x1,0,P,,0,
653,"2025 UAB O vs North Texas, PFF Play 051",51,2,2,8,'+33,2,,,3,13,0.0,P,L,11,TRIPS - OPEN,Y FLEX/STK,,,X,,X,OPEN,,INCOMPLETE,GN,Y INSERT,STR,PA,,EVEN,4 DOWN,,,COVER 3,,ALBI 06,ALBI 07,03,17,00; 06; 18,0,11,P,13,L,,,0,0.0,,INSIDE ZONE,,,0,0,0,0,0,,ALBI 07,03,00; 06; 18,17,EVEN,3x1,1,X,ALBI 06,0,COVER 3
654,"2025 UAB O vs North Texas, PFF Play 052",52,2,3,8,'+33,3,,,3,14,6.0,P,L,11,TRIPS - OPEN,Y AT 3,,,X,,X,OPEN,,COMPLETE,GF,JET SWEEP,STR,DB,,ODD,4 DOWN,,,COVER 1,,ALBI 18,ALBI 07,03,17,00; 06; 18,0,11,P,14,L,,6.0,0,0.0,,,,,0,0,0,0,0,ALBI 18,ALBI 07,03,00; 06; 18,17,ODD,3x1,0,P,ALBI 18,0,COVER 1
655,"2025 UAB O vs North Texas, PFF Play 053",53,2,4,2,'+27,4,SY,,3,15,-3.0,R,L,12,SLOT - WING,,,,,,,SLOT,,,GN,INSIDE ZN,ZN,ZN,GAP,BENCH,4 DOWN,,BLITZ,COVER 1,,ALBI 03,ALBI 07,03,17; 85,06; 18,0,12,R,15,L,6.0,-3.0,0,,,INSIDE ZONE,,,0,0,0,0,0,ALBI 03,ALBI 07,03,06; 18,17; 85,WIDE UNDER,2x2,1,P,,1,COVER 1
656,"2025 UAB O vs North Texas, PFF Play 058",58,2,1,10,'-25,P,,,4,1,0.0,P,L,21,DUO Y OFF,SNUG,T MTR,,,,X,OFF,,COMPLETE,GN,JET SWEEP,STR,DB,,UNDER,4 DOWN,,BLITZ,COVER 3,,ALBI 11,ALBI 07,03; 11,85,06; 18,0,21,P,1,L,-3.0,0.0,1,0.0,,,,,0,0,0,0,0,ALBI 11,ALBI 07,03; 11,06; 18,85,UNDER,2x2,0,R,ALBI 11,1,COVER 3
657,"2025 UAB O vs North Texas, PFF Play 059",59,2,2,10,'-25,2,,,4,2,16.0,P,R,11,EMPTY 3x2,,,,X,,X,OPEN,,COMPLETE,GEMP,JET SWEEP,STR,DB,,BENCH,4 DOWN,STUNT,,COVER 2,,ALBI 18,ALBI 07,03,85,00; 06; 18,0,11,P,2,R,0.0,16.0,0,0.0,,,,,0,0,0,0,0,ALBI 18,ALBI 07,03,00; 06; 18,85,WIDE UNDER,2x3,0,P,ALBI 18,0,COVER 2
658,"2025 UAB O vs North Texas, PFF Play 060",60,2,1,10,'-41,P,,,4,3,0.0,P,R,11,DUO Y OFF,SNUG,Z MTR,,X,X,X,OFF,,INCOMPLETE,GN,JET SWEEP,STR,DB,,WIDE OVER,4 DOWN,,,COVER 4,,ALBI 00,ALBI 07,03,85,00; 06; 08,0,11,P,3,R,16.0,,0,0.0,,,,,0,0,0,0,0,,ALBI 07,03,00; 06; 08,85,WIDE OVER,2x2,0,P,ALBI 00,0,COVER 4
659,"2025 UAB O vs North Texas, PFF Play 061",61,2,2,10,'-41,2,,,4,4,3.0,R,R,12,KING U OFF,,H IN,,,,,SLOT,CURLS,,PSTL,OUTSIDE ZN LD,STR,ZN,GAP,EVEN,4 DOWN,,,COVER 4,,ALBI 03,ALBI 07,03,17; 85,06; 18,0,12,R,4,R,,3.0,0,,,OUTSIDE ZONE,,,0,1,0,0,0,ALBI 03,ALBI 07,03,06; 18,17; 85,EVEN,3x1,0,P,,0,COVER 4
660,"2025 UAB O vs North Texas, PFF Play 062",62,2,3,7,'-44,3,,,4,5,8.0,P,R,11,SLOT - OPEN,SNUG,,,X,,X,OFF,,COMPLETE,GS,JET SWEEP,STR,DB,,EVEN,4 DOWN,STUNT,,COVER 1,,ALBI 17,ALBI 07,03,17,00; 06; 18,0,11,P,5,R,3.0,8.0,0,0.0,,,,,0,0,0,0,0,ALBI 17,ALBI 07,03,00; 06; 18,17,EVEN,1x2,0,R,ALBI 17,0,COVER 1
661,"2025 UAB O vs North Texas, PFF Play 063",63,2,1,10,'+48,P,,,4,6,3.0,P,R,11,TRIPS - OPEN,Y FLEX/STK,Y OUT,,X,X,X,OPEN,,COMPLETE,GN,JET SWEEP,STR,SPR,,WIDE OVER,4 DOWN,STUNT,BLITZ,COVER 3,,ALBI 04,ALBI 07,04,17,00; 06; 18,0,11,P,6,R,8.0,3.0,1,0.0,,,,,0,0,0,0,0,ALBI 04,ALBI 07,04,00; 06; 18,17,WIDE OVER,3x1,0,P,ALBI 04,1,COVER 3
662,"2025 UAB O vs North Texas, PFF Play 064",64,2,2,7,'+45,2,,,4,7,9.0,R,L,11,DUO Y OFF,SNUG,Z MTR,,X,X,X,OFF,,,PSTL,INSIDE ZN RD,STR,ZN,GAP,WIDE OVER,4 DOWN,,,COVER 3,,ALBI 04,ALBI 07,04,17,00; 06; 18,0,11,R,7,L,3.0,9.0,0,,,MAN,,,0,0,0,0,0,ALBI 04,ALBI 07,04,00; 06; 18,17,WIDE OVER,2x2,1,P,,0,COVER 3
663,"2025 UAB O vs North Texas, PFF Play 065",65,2,1,10,'+36,P,,,4,8,-1.0,R,M,11,TREY Y OFF FIB,STK,Y FR,,X,,X,OFF,CURLS,,PSTL,OUTSIDE ZN LD,STR,ZN,GAP,BENCH,4 DOWN,,,COVER 1,,ALBI 04,ALBI 07,04,17,00; 06; 18,0,11,R,8,C,9.0,-1.0,0,,,OUTSIDE ZONE,,,0,0,0,0,0,ALBI 04,ALBI 07,04,00; 06; 18,17,WIDE UNDER,1x3,0,R,,0,COVER 1
664,"2025 UAB O vs North Texas, PFF Play 066",66,2,2,11,'+37,2,,,4,9,5.0,R,L,12,ACE YU OFF,,,,,,X,OFF,CURLS,,,OUTSIDE ZN LD,STR,ZN,GAP,BENCH,4 DOWN,,,COVER 3 CLOUD,,ALBI 04,ALBI 07,04,17; 85,00; 08,0,12,R,9,L,-1.0,5.0,0,,,OUTSIDE ZONE,,,0,0,0,0,0,ALBI 04,ALBI 07,04,00; 08,17; 85,WIDE UNDER,2x2,0,R,,0,COVER 3 CLOUD
665,"2025 UAB O vs North Texas, PFF Play 067",67,2,3,6,'+32,3,,,4,10,32.0,P,M,10,DOUBLES,STK,Z BNC,,X,,,OPEN,,COMPLETE,GN,JET SWEEP,STR,DB,,BENCH,4 DOWN,STUNT,,COVER 2,,ALBI 06,ALBI 07,04,,00; 06; 08; 18,0,10,P,10,C,5.0,32.0,0,0.0,,,,ALBI 06,0,0,0,0,0,ALBI 06,ALBI 07,04,00; 06; 08; 18,,WIDE UNDER,2x2,0,R,ALBI 06,0,COVER 2
666,"2025 UAB O vs North Texas, PFF Play 077",77,2,1,10,'-25,P,,,5,1,4.0,R,L,11,TREY Y OFF,SNUG,,,X,X,X,OFF,,,GF,SPL ZN SS,STR,ZN,GAP,BENCH,4 DOWN,,,COVER 4,,ALBI 04,ALBI 07,04,85,00; 06; 18,0,11,R,1,L,32.0,4.0,0,,,INSIDE ZONE,,,0,0,0,0,0,ALBI 04,ALBI 07,04,00; 06; 18,85,WIDE UNDER,3x1,1,P,,0,COVER 4
667,"2025 UAB O vs North Texas, PFF Play 078",78,2,2,6,'-29,2,,,5,2,11.0,P,M,11,TREY Y OFF,SNUG,H IN,,X,X,X,OFF,,COMPLETE,GN,JET SWEEP,STR,DB,,WIDE OVER,4 DOWN,,,COVER 3 CLOUD,,ALBI 06,ALBI 07,04,85,00; 06; 08,0,11,P,2,C,4.0,11.0,0,0.0,,,,,0,0,0,0,0,ALBI 06,ALBI 07,04,00; 06; 08,85,WIDE OVER,3x1,0,R,ALBI 06,0,COVER 3 CLOUD
668,"2025 UAB O vs North Texas, PFF Play 079",79,2,1,10,'-40,P,,,5,3,1.0,R,M,12,KING U OFF,,,,,,,SLOT,CURLS,,PSTL,OUTSIDE ZN LD,STR,ZN,GAP,BENCH,4 DOWN,,,COVER 1,,ALBI 04,ALBI 07,04,17; 85,08; 18,1,12,R,3,C,11.0,1.0,0,,,OUTSIDE ZONE,,,0,0,1,0,0,ALBI 04,ALBI 07,04,08; 18,17; 85,WIDE UNDER,1x3,0,P,,0,COVER 1
669,"2025 UAB O vs North Texas, PFF Play 080",80,2,2,9,'-41,2,,,5,4,-2.0,R,M,11,DUO Y OFF,SNUG,Y MO,,X,X,X,OFF,,,GF,OUTSIDE ZN RD,STR,ZN,GAP,OKIE,4 DOWN,,,COVER 4,,ALBI 04,ALBI 07,04,85,00; 06; 18,0,11,R,4,C,1.0,-2.0,0,,,OUTSIDE ZONE,,,0,0,0,2,0,ALBI 04,ALBI 07,04,00; 06; 18,85,ODD,2x2,1,R,,0,COVER 4
670,"2025 UAB O vs North Texas, PFF Play 081",81,2,3,11,'-39,3,,,5,5,36.0,P,R,11,TRIPS,,,,,,,ON,,COMPLETE,GN,JET SWEEP,WK,DB,,OKIE,4 DOWN,,BLITZ,COVER 1,,ALBI 06,ALBI 07,04,85,00; 06; 18,0,11,P,5,R,-2.0,36.0,0,0.0,,,,,0,0,0,2,0,ALBI 06,ALBI 07,04,00; 06; 18,85,ODD,1x3,0,R,ALBI 06,1,COVER 1
671,"2025 UAB O vs North Texas, PFF Play 082",82,2,1,10,'+25,P,,,5,6,5.0,R,L,11,TREY Y OFF,SNUG,H IN,,X,X,X,OFF,CURLS,,GF,Y INSERT,STR,ZN,GAP,OKIE,4 DOWN,,,COVER 1,,ALBI 04,ALBI 07,04,85,00; 06; 18,0,11,R,6,L,36.0,5.0,0,,,INSIDE ZONE,,,0,0,0,2,0,ALBI 04,ALBI 07,04,00; 06; 18,85,ODD,3x1,0,P,,0,COVER 1
672,"2025 UAB O vs North Texas, PFF Play 083",83,2,2,5,'+20,2,,RA,5,7,0.0,P,R,11,TRIPS,,,,,,,ON,,INCOMPLETE,GN,JET SWEEP,STR,DB,,OKIE,4 DOWN,,,COVER 1,,ALBI 00,ALBI 07,04,85,00; 06; 18,1,11,P,7,R,5.0,,0,0.0,,,,,0,0,1,2,0,,ALBI 07,04,00; 06; 18,85,ODD,1x3,0,R,ALBI 00,0,COVER 1
673,"2025 UAB O vs North Texas, PFF Play 084",84,2,3,5,'+20,3,,RA,5,8,3.0,P,R,11,TRIPS - OPEN,Y AT 2,Y MTR,,X,,X,OPEN,,COMPLETE,GF,JET SWEEP,STR,DB,,BENCH,4 DOWN,STUNT,,COVER 3,,ALBI 03,ALBI 07,03,85,00; 06; 18,0,11,P,8,R,,3.0,0,0.0,,,,,0,0,0,2,0,ALBI 03,ALBI 07,03,00; 06; 18,85,WIDE UNDER,1x3,0,P,ALBI 03,0,COVER 3
674,"2025 UAB O vs North Texas, PFF Play 085",85,2,4,2,'+17,4,SY,RA,5,9,0.0,P,R,11,TREY Y OFF,SNUG,,,X,X,X,OFF,,HIT AS THREW,GN,JET SWEEP,STR,DB,,UNDER,4 DOWN,,BLITZ,COVER 3,,,ALBI 07,03,85,00; 06; 18,1,11,P,9,R,3.0,,0,0.0,,,,,0,0,1,2,0,,ALBI 07,03,00; 06; 18,85,UNDER,1x3,0,P,,1,COVER 3
675,"2025 UAB O vs North Texas, PFF Play 091",91,2,1,10,'-44,P,,,6,1,0.0,P,M,11,TREY Y OFF,SNUG,,,X,X,X,OFF,,INCOMPLETE,GF,JET SWEEP,STR,DB,,OKIE,4 DOWN,,,COVER 2 MAN,2.0,ALBI 00,ALBI 07,04,17,00; 06; 18,0,11,P,1,C,,,0,0.0,,,,,0,0,0,2,0,,ALBI 07,04,00; 06; 18,17,ODD,1x3,0,P,ALBI 00,0,COVER 2 MAN
676,"2025 UAB O vs North Texas, PFF Play 092",92,2,2,10,'-44,2,,,6,2,-8.0,P,M,11,DUO Y OFF,SNUG,,,,,X,OFF,,SACK,GN,JET SWEEP,WK,DB,,OKIE,4 DOWN,STUNT,,COVER 2 MAN,2.0,ALBI 07,ALBI 07,04,17,00; 06; 18,0,11,P,2,C,,-8.0,0,0.0,,,,,0,0,0,2,0,ALBI 07,ALBI 07,04,00; 06; 18,17,ODD,2x2,0,P,,0,COVER 2 MAN
677,"2025 UAB O vs North Texas, PFF Play 093",93,2,3,18,'-36,3,,,6,3,29.0,R,M,11,TREY Y OFF,SNUG,Y FR,,X,,X,OFF,CURLS,,GN,SPL ZN SS,ZN,ZN,GAP,OKIE,4 DOWN,,,PREVENT,,ALBI 04,ALBI 07,04,17,00; 06; 18,0,11,R,3,C,-8.0,29.0,0,,,INSIDE ZONE,,,0,0,0,2,0,ALBI 04,ALBI 07,04,00; 06; 18,17,ODD,1x3,0,P,,0,PREVENT
678,"2025 UAB O vs North Texas, PFF Play 095",95,3,1,10,'-25,P,,,7,1,-3.0,P,L,11,EMPTY 3x2,,,,X,,X,OPEN,,COMPLETE,GEMP,JET SWEEP,STR,DB,,WIDE OVER,4 DOWN,,,COVER 4,,ALBI 04,ALBI 07,04,85,00; 06; 18,0,11,P,1,L,29.0,-3.0,1,0.0,,,,,0,0,0,0,0,ALBI 04,ALBI 07,04,00; 06; 18,85,WIDE OVER,2x3,0,R,ALBI 04,0,COVER 4
679,"2025 UAB O vs North Texas, PFF Play 096",96,3,2,13,'-22,2,,,7,2,15.0,P,L,11,TREY Y OFF,SNUG,H IN,,X,X,X,OFF,,COMPLETE,GF,JET SWEEP,STR,DB,,BENCH,4 DOWN,,,COVER 3,,ALBI 06,ALBI 07,04,85,00; 06; 18,0,11,P,2,L,-3.0,15.0,0,0.0,,,,,0,0,0,0,0,ALBI 06,ALBI 07,04,00; 06; 18,85,WIDE UNDER,3x1,0,P,ALBI 06,0,COVER 3
680,"2025 UAB O vs North Texas, PFF Play 097",97,3,1,10,'-37,P,,,7,3,58.0,R,R,11,TREY Y OFF,SNUG,Y MTR,,X,,X,OFF,CURLS,,GF,Q SPL ZN,STR,ZN,GAP,BENCH,4 DOWN,,,COVER 3 CLOUD,,ALBI 04,ALBI 07,04,85,00; 06; 18,1,11,R,3,R,15.0,58.0,0,,,INSIDE ZONE,,,0,0,1,0,0,ALBI 04,ALBI 07,04,00; 06; 18,85,WIDE UNDER,1x3,0,P,,0,COVER 3 CLOUD
681,"2025 UAB O vs North Texas, PFF Play 098",98,3,1,5,'+5,1,GL,RA,7,4,1.0,R,L,11,TREY Y OFF,SNUG,,,X,X,X,OFF,CURLS,,GN,Q SPL ZN,STR,ZN,GAP,BENCH,4 DOWN,STUNT,BLITZ,COVER 1,,ALBI 04,ALBI 07,04,85,00; 06; 18,0,11,R,4,L,58.0,1.0,0,,,INSIDE ZONE,,,0,0,0,0,0,ALBI 04,ALBI 07,04,00; 06; 18,85,WIDE UNDER,3x1,0,R,,1,COVER 1
682,"2025 UAB O vs North Texas, PFF Play 099",99,3,2,4,'+4,2,GL,RA,7,5,3.0,R,M,10 (*),EMPTY 3x2 Y OFF,,H IN,,X,,,OFF,CURLS,,GF,Q SPL ZN,STR,ZN,GAP,BEAR,4 DOWN,,,COVER 0,,ALBI 03,ALBI 15,03,,00; 06; 18,0,10 (*),R,5,C,1.0,3.0,0,,,INSIDE ZONE,,,0,0,0,0,0,ALBI 03,ALBI 15,03,00; 06; 18,,BEAR,2x3,0,R,,0,COVER 0
683,"2025 UAB O vs North Texas, PFF Play 100",100,3,3,1,'+1,3,SY/GL,RA,7,6,1.0,R,M,12,ACE YU OFF,,,,,,X,OFF,CURLS,,,,,ZN,GAP,EVEN,5 DOWN,,,COVER 0,,ALBI 15,ALBI 15,03,17; 85,08; 18,0,12,R,6,C,3.0,1.0,0,,,SNEAK,,ALBI 15,0,0,0,0,0,ALBI 15,ALBI 15,03,08; 18,17; 85,EVEN,2x2,0,R,,0,COVER 0
684,"2025 UAB O vs North Texas, PFF Play 110",110,3,1,10,'-25,P,,,8,1,3.0,R,L,12,ACE YU OFF,,,,,,X,OFF,CURLS,,,Q POWER G LD,STR,GAP,GAP,BENCH,4 DOWN,,,COVER 4,,ALBI 11,ALBI 07,11,17; 85,00; 08,0,12,R,1,L,1.0,3.0,0,,,PULL LEAD,,,0,0,0,0,0,ALBI 11,ALBI 07,11,00; 08,17; 85,WIDE UNDER,2x2,0,R,,0,COVER 4
685,"2025 UAB O vs North Texas, PFF Play 111",111,3,2,7,'-28,2,,,8,2,6.0,P,L,12,DUO Y OFF,SNUG,Y MISSILE,,X,X,X,OFF,,COMPLETE,GN,JET SWEEP,WK,DB,,UNDER,4 DOWN,STUNT,BLITZ,COVER 3,,ALBI 17,ALBI 07,11,17; 85,00; 08,1,12,P,2,L,3.0,6.0,0,0.0,,,,,0,0,1,0,0,ALBI 17,ALBI 07,11,00; 08,17; 85,UNDER,2x2,0,R,ALBI 17,1,COVER 3
686,"2025 UAB O vs North Texas, PFF Play 112",112,3,3,1,'-34,3,SY,,8,3,2.0,R,L,12,ACE YU OFF,,,,,,X,OFF,CURLS,,,,,ZN,GAP,EVEN,4 DOWN,,,COVER 4,,ALBI 07,ALBI 07,11,17; 85,08; 18,0,12,R,3,L,6.0,2.0,0,,,SNEAK,,,0,0,0,0,0,ALBI 07,ALBI 07,11,08; 18,17; 85,EVEN,2x2,0,P,,0,COVER 4
687,"2025 UAB O vs North Texas, PFF Play 113",113,3,1,10,'-36,P,,,8,4,21.0,P,L,12,ACE YU OFF,,,,,,X,OFF,,COMPLETE,,OUTSIDE ZN LD,STR,PA,,WIDE OVER,4 DOWN,,,COVER 3,,ALBI 18,ALBI 07,11,17; 85,00; 18,0,12,P,4,L,2.0,21.0,0,0.0,,OUTSIDE ZONE,,,0,0,0,0,0,ALBI 18,ALBI 07,11,00; 18,17; 85,WIDE OVER,2x2,0,R,ALBI 18,0,COVER 3
688,"2025 UAB O vs North Texas, PFF Play 114",114,3,1,10,'+43,P,,,8,5,15.0,P,L,11,TREY Y OFF,SNUG,,,X,X,X,OFF,,INCOMPLETE,GN,Q DART,STR,PA,,WIDE OVER,4 DOWN,STUNT,,COVER 3 CLOUD,,ALBI 00,ALBI 07,11,17,00; 06; 12,0,11,P,5,L,21.0,,0,0.0,,POWER,TXNO D00 DPI,,0,0,0,0,0,,ALBI 07,11,00; 06; 12,17,WIDE OVER,3x1,0,P,ALBI 00,0,COVER 3 CLOUD
689,"2025 UAB O vs North Texas, PFF Play 115",115,3,1,10,'+28,P,,,8,6,0.0,P,L,11,TREY Y OFF,SNUG,,,X,X,X,OFF,,INCOMPLETE,GN,CTR OY,STR,PA,,WIDE OVER,4 DOWN,,,COVER 1,,ALBI 00,ALBI 07,11,17,00; 06; 08,0,11,P,6,L,,,0,0.0,,COUNTER,,,0,0,0,0,0,,ALBI 07,11,00; 06; 08,17,WIDE OVER,1x3,1,P,ALBI 00,0,COVER 1
690,"2025 UAB O vs North Texas, PFF Play 116",116,3,2,10,'+28,2,,,8,7,0.0,P,L,11,DOUBLES,STK,TOZ,,X,,X,OPEN,,INCOMPLETE,GEMP,JET SWEEP,STR,DB,,EVEN,4 DOWN,,BLITZ,COVER 0,,ALBI 17,ALBI 07,11,17,00; 06; 12,0,11,P,7,L,,,0,0.0,,,,,0,0,0,0,0,,ALBI 07,11,00; 06; 12,17,EVEN,3x2,0,P,ALBI 17,1,COVER 0
691,"2025 UAB O vs North Texas, PFF Play 117",117,3,3,10,'+28,3,,,8,8,0.0,P,L,11,TREY Y OFF,SNUG,,,X,X,X,OFF,,INCOMPLETE,GF,JET SWEEP,STR,DB,,OKIE,4 DOWN,STUNT,,COVER 1,,ALBI 00,ALBI 07,11,17,00; 06; 12,0,11,P,8,L,,,0,0.0,,,,,0,0,0,0,0,,ALBI 07,11,00; 06; 12,17,ODD,3x1,0,P,ALBI 00,0,COVER 1
692,"2025 UAB O vs North Texas, PFF Play 131",131,3,1,10,'-25,P,,,9,1,-1.0,R,R,11,TREY Y OFF,SNUG,,,X,X,X,OFF,,,GN,CTR OY,WK,GAP,GAP,UNDER,4 DOWN,,,COVER 3,,ALBI 04,ALBI 07,04,85,00; 06; 18,0,11,R,1,R,,-1.0,0,,,COUNTER,,,0,0,0,0,0,ALBI 04,ALBI 07,04,00; 06; 18,85,UNDER,1x3,1,P,,0,COVER 3
693,"2025 UAB O vs North Texas, PFF Play 132",132,3,2,11,'-24,2,,,9,2,16.0,P,R,11,DUO Y OFF,SNUG,Z MTR,,X,X,X,OFF,,COMPLETE,GN,JET SWEEP,STR,DB,,UNDER,4 DOWN,,,COVER 1,,ALBI 00,ALBI 07,04,85,00; 06; 08,0,11,P,2,R,-1.0,16.0,0,0.0,,,,,0,0,0,0,0,ALBI 00,ALBI 07,04,00; 06; 08,85,UNDER,2x2,0,R,ALBI 00,0,COVER 1
694,"2025 UAB O vs North Texas, PFF Play 133",133,3,1,10,'-40,P,,,9,3,4.0,R,R,20,SLOT - OPEN,SNUG,T MTR,,X,,,OFF,CURLS,,GS,REVERSE,STR,TRICK,GAP,UNDER,4 DOWN,,,COVER 4,,ALBI 12,ALBI 15,03; 11,,06; 12; 18,0,20,R,3,R,16.0,4.0,0,,,TRICK,,,0,1,0,0,0,ALBI 12,ALBI 15,03; 11,06; 12; 18,,UNDER,1x2,0,P,,0,COVER 4
695,"2025 UAB O vs North Texas, PFF Play 134",134,3,2,6,'-44,2,,,9,4,2.0,R,L,11,DUO Y OFF,SNUG,Z MTR,,X,X,X,OFF,CURLS,,PSTL,SPL DIVE,STR,ZN,GAP,BENCH,4 DOWN,,BLITZ,COVER 0,,ALBI 03,ALBI 07,03,85,00; 06; 18,0,11,R,4,L,4.0,2.0,0,,,MAN,,,0,0,0,0,0,ALBI 03,ALBI 07,03,00; 06; 18,85,WIDE UNDER,2x2,0,R,,1,COVER 0
696,"2025 UAB O vs North Texas, PFF Play 135",135,3,3,4,'-46,3,,,9,5,0.0,P,R,11,TRIPS - OPEN,Y AT 2,Y MTR,,X,,X,OPEN,,INCOMPLETE,GF,JET SWEEP,STR,DB,,BENCH,4 DOWN,,,COVER 3,,ALBI 18,ALBI 07,03,85,00; 06; 18,1,11,P,5,R,2.0,,0,0.0,,,,,0,0,1,0,0,,ALBI 07,03,00; 06; 18,85,WIDE UNDER,1x3,0,R,ALBI 18,0,COVER 3
697,"2025 UAB O vs North Texas, PFF Play 136",136,3,4,4,'-46,4,,,9,6,8.0,P,R,11,TREY Y OFF,SNUG,,,X,X,X,OFF,,COMPLETE,GF,JET SWEEP,STR,DB,,WIDE OVER,4 DOWN,,,COVER 6,,ALBI 00,ALBI 07,03,85,00; 06; 18,0,11,P,6,R,,8.0,0,0.0,,,,,0,0,0,0,0,ALBI 00,ALBI 07,03,00; 06; 18,85,WIDE OVER,1x3,0,P,ALBI 00,0,COVER 6
